
The station contributions are:
    Name     Contribution  %Contribution   Accumulated cont.    Magnitude
1054) WINE_1PS    50.359        0.005              99.044              7.149
1055) P022_PBO    49.945        0.005              99.048              3.600
1056) DOUG_GPS    49.804        0.005              99.053              3.926
1057) CNSP_GPS    49.365        0.005              99.058              4.502
1058) CUPO_GPS    49.330        0.005              99.062              0.787
1059) P404_PBO    49.272        0.005              99.067              4.881
1060) PERS_GPS    49.216        0.005              99.072              6.699
1061) OGIL_GPS    48.933        0.005              99.076              3.353
1062) P411_PBO    48.908        0.005              99.081              5.978
1063) A699_GPS    48.802        0.005              99.086              3.980
1064) P414_PBO    48.679        0.005              99.090              4.661
1065) AV06_PBO    48.624        0.005              99.095              11.122
1066) ABER_GPS    48.403        0.005              99.100              3.636
1067) R489_GPS    48.284        0.005              99.104              3.188
1068) P368_PBO    47.867        0.005              99.109              1.337
1069) AC57_PBO    47.616        0.005              99.113              20.703
1070) PL20_GPS    47.521        0.005              99.118              2.555
1071) SKYO_GPS    47.486        0.004              99.122              3.769
1072) P316_PBO    47.485        0.004              99.127              4.835
1073) P275_PBO    47.448        0.004              99.131              4.825
1074) P051_PBO    47.273        0.004              99.136              3.694
1075) OFWY_GPS    47.271        0.004              99.140              5.702
1076) P061_PBO    46.874        0.004              99.145              4.788
1077) HOTC_GPS    46.685        0.004              99.149              2.858
1078) TUCK_GPS    46.494        0.004              99.153              6.278
1079) ARP0_GPS    46.426        0.004              99.158              8.649
1080) W784_GPS    46.288        0.004              99.162              4.776
1081) AC34_PBO    46.173        0.004              99.167              6.324
1082) PITR_GPS    46.160        0.004              99.171              2.986
1083) P377_PBO    46.159        0.004              99.175              5.412
1084) 0914_GPS    45.821        0.004              99.180              0.537
1085) GS34_GPS    45.451        0.004              99.184              3.986
1086) P672_PBO    45.428        0.004              99.188              2.238
1087) D220_GPS    45.389        0.004              99.193              5.862
1088) GS50_GPS    45.228        0.004              99.197              6.756
1089) E040_GPS    45.201        0.004              99.201              3.207
1090) JAIL_GPS    45.135        0.004              99.205              3.266
1091) SUNH_GPS    44.858        0.004              99.210              8.730
1092) SODH_GPS    44.642        0.004              99.214              2.502
1093) TOMB_GPS    44.599        0.004              99.218              4.000
1094) MACK_GPS    44.280        0.004              99.222              3.458
1095) U73H_GPS    44.197        0.004              99.226              3.651
1096) DIP0_GPS    43.925        0.004              99.231              7.185
1097) B387_GPS    43.759        0.004              99.235              3.133
1098) D240_GPS    43.655        0.004              99.239              5.368
1099) HUBB_GPS    43.597        0.004              99.243              4.574
1100) PAIN_GPS    43.511        0.004              99.247              2.874
1101) SHUS_GPS    43.193        0.004              99.251              4.049
1102) P344_PBO    42.920        0.004              99.255              5.650
1103) OBSD_GPS    42.883        0.004              99.259              3.504
1104) AB22_PBO    42.786        0.004              99.263              13.729
1105) DUNG_GPS    42.717        0.004              99.267              5.911
1106) J789_GPS    42.235        0.004              99.271              1.665
1107) ISLE_GPS    42.201        0.004              99.275              6.862
1108) DISC_GPS    42.201        0.004              99.279              3.264
1109) 0806_GPS    42.108        0.004              99.283              4.281
1110) HILD_GPS    41.852        0.004              99.287              1.373
1111) 7MIR_GPS    41.697        0.004              99.291              3.437
1112) P388_PBO    41.606        0.004              99.295              2.565
1113) CUGR_GPS    41.497        0.004              99.299              2.316
1114) P055_PBO    41.118        0.004              99.303              5.684
1115) X360_GPS    41.051        0.004              99.307              3.030
1116) INDE_GPS    41.046        0.004              99.311              2.421
1117) PAIS_GPS    40.839        0.004              99.315              3.310
1118) SHER_GPS    40.818        0.004              99.319              5.889
1119) 6683_GPS    40.595        0.004              99.322              4.634
1120) J288_GPS    40.548        0.004              99.326              3.458
1121) BELL_GPS    40.510        0.004              99.330              4.140
1122) CUSG_GPS    40.336        0.004              99.334              5.507
1123) P037_PBO    40.097        0.004              99.338              2.194
1124) BOUN_GPS    39.846        0.004              99.342              2.389
1125) GOGA_PBO    39.708        0.004              99.345              10.459
1126) P052_PBO    39.606        0.004              99.349              5.405
1127) 6FMK_GPS    39.528        0.004              99.353              4.561
1128) P19A_GPS    39.478        0.004              99.357              3.512
1129) P642_PBO    39.377        0.004              99.360              8.809
1130) GP37_GPS    39.322        0.004              99.364              3.693
1131) HP12_GPS    39.208        0.004              99.368              5.346
1132) TUFF_GPS    39.113        0.004              99.371              5.146
1133) JFWS_PBO    39.109        0.004              99.375              4.680
1134) ORCC_GPS    38.947        0.004              99.379              4.162
1135) ROCO_GPS    38.848        0.004              99.383              4.659
1136) JUSW_GPS    38.791        0.004              99.386              3.895
1137) PCOL_PBO    38.686        0.004              99.390              3.357
1138) S381_GPS    38.548        0.004              99.394              3.809
1139) 1114_GPS    38.396        0.004              99.397              5.606
1140) AV09_PBO    38.368        0.004              99.401              10.161
1141) COON_GPS    38.348        0.004              99.404              2.520
1142) OREG_GPS    38.290        0.004              99.408              3.608
1143) FHAM_GPS    38.184        0.004              99.412              6.555
1144) B073_GPS    38.177        0.004              99.415              3.245
1145) P370_PBO    38.172        0.004              99.419              1.501
1146) Y090_GPS    38.138        0.004              99.422              2.609
1147) G298_GPS    37.992        0.004              99.426              4.489
1148) KLUC_GPS    37.786        0.004              99.430              3.603
1149) C334_GPS    37.687        0.004              99.433              2.770
1150) FMTH_GPS    37.608        0.004              99.437              5.507
1151) TURN_GPS    37.443        0.004              99.440              4.565
1152) AC65_PBO    37.205        0.004              99.444              28.176
1153) P379_PBO    37.046        0.004              99.447              3.371
1154) AC39_PBO    36.979        0.004              99.451              14.773
1155) GUAN_GPS    36.901        0.003              99.454              4.360
1156) 61RB_GPS    36.880        0.003              99.458              5.425
1157) P159_PBO    36.774        0.003              99.461              15.593
1158) R090_GPS    36.637        0.003              99.465              1.966
1159) C033_GPS    36.613        0.003              99.468              2.942
1160) KELL_GPS    36.520        0.003              99.472              3.569
1161) E220_GPS    36.446        0.003              99.475              4.267
1162) GS26_GCO    36.417        0.003              99.479              3.056
1163) A435_GPS    36.253        0.003              99.482              2.641
1164) GWEN_GPS    36.019        0.003              99.486              3.666
1165) Z25X_GPS    35.946        0.003              99.489              6.339
1166) P028_PBO    35.615        0.003              99.492              3.023
1167) SATU_GPS    35.406        0.003              99.496              2.933
1168) ROSW_GPS    34.979        0.003              99.499              3.835
1169) H318_GPS    34.835        0.003              99.502              3.806
1170) TINP_GPS    34.715        0.003              99.506              2.317
1171) TEAK_GPS    34.708        0.003              99.509              2.247
1172) 0912_GPS    34.603        0.003              99.512              4.231
1173) P449_PBO    34.573        0.003              99.515              3.333
1174) WILD_GPS    34.439        0.003              99.519              4.418
1175) GS35_GPS    34.423        0.003              99.522              1.617
1176) NEV1_GPS    34.279        0.003              99.525              3.318
1177) OVER_GPS    34.073        0.003              99.528              2.175
1178) G220_GPS    33.232        0.003              99.532              4.239
1179) GS47_GHT    33.096        0.003              99.535              5.559
1180) P267_PBO    33.071        0.003              99.538              2.268
1181) P693_PBO    33.050        0.003              99.541              4.957
1182) JACK_GPS    33.043        0.003              99.544              1.604
1183) L091_GPS    33.000        0.003              99.547              3.061
1184) GRAP_GPS    32.956        0.003              99.550              3.441
1185) P615_PBO    32.947        0.003              99.553              0.944
1186) FOSS_GPS    32.853        0.003              99.557              3.216
1187) LEEF_GPS    32.820        0.003              99.560              0.691
1188) FLAT_GPS    32.664        0.003              99.563              2.095
1189) F067_GPS    32.547        0.003              99.566              6.422
1190) P033_PBO    32.400        0.003              99.569              2.713
1191) F091_GPS    32.395        0.003              99.572              1.957
1192) J74X_GPS    32.267        0.003              99.575              5.402
1193) HUNT_GPS    32.227        0.003              99.578              1.821
1194) N067_GPS    32.199        0.003              99.581              2.450
1195) 0805_GPS    32.193        0.003              99.584              5.660
1196) P406_PBO    32.032        0.003              99.587              4.484
1197) P296_PBO    31.707        0.003              99.590              5.927
1198) SC01_PBO    31.472        0.003              99.593              4.657
1199) K589_GPS    31.396        0.003              99.596              5.446
1200) F300_GPS    31.391        0.003              99.599              3.131
1201) P043_PBO    31.343        0.003              99.602              3.879
1202) PAOS_GPS    31.339        0.003              99.605              4.658
1203) BR02_GPS    31.295        0.003              99.608              4.550
1204) BROW_GPS    31.012        0.003              99.611              3.929
1205) P617_PBO    30.837        0.003              99.614              3.368
1206) FAIR_GPS    30.714        0.003              99.617              3.001
1207) AC02_PBO    30.714        0.003              99.620              8.109
1208) GS36_GPS    30.707        0.003              99.623              5.011
1209) P036_PBO    30.684        0.003              99.626              2.506
1210) E240_GPS    30.577        0.003              99.628              3.600
1211) P040_PBO    30.527        0.003              99.631              2.460
1212) P086_PBO    30.504        0.003              99.634              1.661
1213) SCTY_GPS    30.447        0.003              99.637              3.765
1214) NAIU_GPS    30.131        0.003              99.640              2.493
1215) MN71_GPS    30.033        0.003              99.643              5.283
1216) P298_PBO    29.948        0.003              99.646              5.640
1217) NEED_GPS    29.868        0.003              99.648              4.620
1218) A515_GPS    29.476        0.003              99.651              3.519
1219) P310_PBO    29.268        0.003              99.654              6.226
1220) P293_PBO    29.227        0.003              99.657              4.916
1221) P725_PBO    29.223        0.003              99.660              4.752
1222) HENN_GPS    28.888        0.003              99.662              10.241
1223) WMOK_PBO    28.743        0.003              99.665              4.911
1224) CRTS_GPS    28.604        0.003              99.668              4.151
1225) FORE_GPS    28.602        0.003              99.670              3.178
1226) GREN_GPS    28.461        0.003              99.673              3.149
1227) CLCC_GPS    28.365        0.003              99.676              2.532
1228) P611_PBO    28.291        0.003              99.679              5.240
1229) 0915_GPS    28.283        0.003              99.681              3.527
1230) AC15_PBO    28.188        0.003              99.684              16.900
1231) F726_GPS    28.066        0.003              99.687              4.969
1232) 0803_GPS    28.040        0.003              99.689              3.978
1233) HODG_GPS    27.971        0.003              99.692              7.328
1234) P674_PBO    27.848        0.003              99.694              4.468
1235) GRSM_GPS    27.800        0.003              99.697              1.755
1236) P632_PBO    27.746        0.003              99.700              6.663
1237) GS48_GPS    27.630        0.003              99.702              4.505
1238) GENT_GPS    27.623        0.003              99.705              3.647
1239) REPO_GLA    27.538        0.003              99.708              7.245
1240) N748_GPS    27.377        0.003              99.710              1.281
1241) GS42_GPS    27.341        0.003              99.713              2.267
1242) GS49_GHT    26.657        0.003              99.715              4.870
1243) E518_GPS    26.578        0.003              99.718              2.426
1244) D280_GPS    26.516        0.003              99.720              5.832
1245) LARC_GPS    26.473        0.003              99.723              2.159
1246) F100_GPS    26.389        0.002              99.725              4.003
1247) G250_GPS    26.307        0.002              99.728              3.103
1248) P054_PBO    26.289        0.002              99.730              5.142
1249) P429_PBO    26.252        0.002              99.733              1.780
1250) P440_PBO    26.073        0.002              99.735              2.832
1251) 79JR_GPS    25.891        0.002              99.738              2.913
1252) 0809_GPS    25.888        0.002              99.740              6.565
1253) S418_GPS    25.871        0.002              99.743              4.514
1254) 036C_GPS    25.752        0.002              99.745              4.415
1255) P050_PBO    25.705        0.002              99.748              4.543
1256) PAUL_GPS    25.630        0.002              99.750              2.734
1257) P418_PBO    25.613        0.002              99.752              3.697
1258) P148_PBO    25.482        0.002              99.755              3.731
1259) C753_GPS    25.293        0.002              99.757              3.255
1260) GOLC_GPS    25.206        0.002              99.760              3.871
1261) BHAP_GPS    25.084        0.002              99.762              3.904
1262) BUTN_GPS    24.946        0.002              99.764              5.033
1263) P720_PBO    24.455        0.002              99.767              3.428
1264) FISH_GPS    24.400        0.002              99.769              0.458
1265) P721_PBO    24.320        0.002              99.771              3.407
1266) WLWY_PBO    24.203        0.002              99.774              5.023
1267) DUWA_GPS    24.025        0.002              99.776              3.405
1268) G753_GPS    23.876        0.002              99.778              3.683
1269) LATA_GPS    23.752        0.002              99.780              2.583
1270) BLAC_GPS    23.725        0.002              99.783              3.760
1271) F408_GPS    23.592        0.002              99.785              1.914
1272) AV10_PBO    23.578        0.002              99.787              11.684
1273) P464_PBO    23.550        0.002              99.789              1.787
1274) 16EM_GPS    23.520        0.002              99.791              2.711
1275) KSU1_PBO    23.436        0.002              99.794              5.283
1276) U698_GPS    23.133        0.002              99.796              6.077
1277) P114_PBO    23.040        0.002              99.798              2.658
1278) T128_GPS    22.889        0.002              99.800              5.366
1279) INVK_PBO    22.703        0.002              99.802              3.085
1280) P655_PBO    22.441        0.002              99.805              1.661
1281) BIGH_GPS    22.349        0.002              99.807              3.531
1282) K024_GPS    22.276        0.002              99.809              3.527
1283) OHME_GNI    22.221        0.002              99.811              3.085
1284) S262_GPS    22.095        0.002              99.813              2.979
1285) WAUC_GPS    22.094        0.002              99.815              1.814
1286) FAAS_GPS    22.074        0.002              99.817              3.710
1287) E280_GPS    21.903        0.002              99.819              5.751
1288) G300_GPS    21.800        0.002              99.821              2.901
1289) TONA_GPS    21.530        0.002              99.823              3.906
1290) S509_GPS    21.231        0.002              99.825              3.423
1291) AMC2_GPS    21.218        0.002              99.827              2.117
1292) F735_GPS    21.101        0.002              99.829              1.671
1293) COXO_GPS    21.080        0.002              99.831              7.625
1294) THR3_GPS    20.901        0.002              99.833              3.515
1295) HOLM_PBO    20.732        0.002              99.835              3.422
1296) COVE_GPS    20.505        0.002              99.837              3.618
1297) BNKS_GPS    19.929        0.002              99.839              3.328
1298) P648_PBO    19.813        0.002              99.841              5.156
1299) BOVL_GPS    19.618        0.002              99.843              2.779
1300) YSSK_GPS    19.595        0.002              99.845              7.684
1301) 0801_GPS    19.544        0.002              99.847              4.951
1302) P_42_GHT    19.487        0.002              99.848              4.233
1303) RBUT_GPS    19.296        0.002              99.850              1.514
1304) P694_PBO    19.232        0.002              99.852              2.272
1305) SILV_GHT    19.189        0.002              99.854              5.411
1306) BILI_GPS    19.170        0.002              99.856              1.717
1307) FRND_GPS    19.149        0.002              99.857              2.511
1308) G404_GPS    18.961        0.002              99.859              3.086
1309) WAS2_GPS    18.684        0.002              99.861              2.908
1310) FORD_GPS    18.551        0.002              99.863              6.932
1311) KAMI_GPS    18.220        0.002              99.865              1.800
1312) WELK_GPS    18.040        0.002              99.866              2.966
1313) KELY_GPS    18.030        0.002              99.868              1.921
1314) CAST_GPS    17.757        0.002              99.870              1.502
1315) AV15_PBO    17.655        0.002              99.871              11.141
1316) V162_GPS    17.630        0.002              99.873              4.082
1317) P444_PBO    17.513        0.002              99.875              2.526
1318) F200_GPS    17.454        0.002              99.876              3.725
1319) P438_PBO    17.393        0.002              99.878              4.749
1320) M753_GPS    17.313        0.002              99.880              2.341
1321) P426_PBO    17.240        0.002              99.881              4.411
1322) P705_PBO    17.168        0.002              99.883              1.687
1323) P643_PBO    17.118        0.002              99.884              3.346
1324) HYAK_GPS    17.065        0.002              99.886              3.173
1325) PBOC_PBO    16.969        0.002              99.888              3.519
1326) AB11_PBO    16.966        0.002              99.889              6.665
1327) P630_PBO    16.654        0.002              99.891              2.271
1328) P468_PBO    16.443        0.002              99.892              2.960
1329) HELO_GPS    16.172        0.002              99.894              5.485
1330) F220_GPS    16.155        0.002              99.895              3.258
1331) P431_PBO    16.104        0.002              99.897              3.117
1332) 0209_GPS    15.981        0.002              99.899              2.388
1333) BLAK_GPS    15.976        0.002              99.900              3.738
1334) AC31_PBO    15.941        0.002              99.902              7.377
1335) E072_GPS    15.929        0.002              99.903              3.604
1336) BAY2_PBO    15.787        0.001              99.905              7.175
1337) P722_PBO    15.722        0.001              99.906              3.160
1338) FLAT_GPS    15.486        0.001              99.908              2.522
1339) MPUT_PBO    15.289        0.001              99.909              1.214
1340) F250_GPS    15.116        0.001              99.910              4.101
1341) E259_GPS    14.745        0.001              99.912              4.189
1342) P701_PBO    14.704        0.001              99.913              3.983
1343) CTHS_GPS    14.689        0.001              99.915              2.888
1344) P639_PBO    14.566        0.001              99.916              1.658
1345) CLAI_GPS    14.441        0.001              99.917              3.756
1346) BAKR_GPS    14.406        0.001              99.919              3.322
1347) CRWN_GPS    14.083        0.001              99.920              4.211
1348) P691_PBO    13.995        0.001              99.921              2.699
1349) P703_PBO    13.978        0.001              99.923              3.092
1350) P110_PBO    13.822        0.001              99.924              3.325
1351) P695_PBO    13.794        0.001              99.925              2.143
1352) P134_PBO    13.716        0.001              99.927              2.155
1353) P646_PBO    13.705        0.001              99.928              1.225
1354) B428_GPS    13.657        0.001              99.929              3.805
1355) FERR_GPS    13.624        0.001              99.930              5.231
1356) SG27_PBO    13.554        0.001              99.932              1.775
1357) P089_PBO    13.438        0.001              99.933              0.995
1358) P681_PBO    13.046        0.001              99.934              5.147
1359) P139_PBO    12.839        0.001              99.935              1.630
1360) P718_PBO    12.811        0.001              99.937              4.621
1361) P133_PBO    12.494        0.001              99.938              1.530
1362) SLVR_GPS    12.038        0.001              99.939              1.714
1363) ALRT_PBO    11.984        0.001              99.940              3.814
1364) P627_PBO    11.963        0.001              99.941              0.038
1365) TIXI_GPS    11.880        0.001              99.942              4.823
1366) P677_PBO    11.858        0.001              99.944              4.468
1367) P653_PBO    11.744        0.001              99.945              1.170
1368) P651_PBO    11.693        0.001              99.946              0.876
1369) P649_PBO    11.645        0.001              99.947              1.180
1370) P128_PBO    11.432        0.001              99.948              2.369
1371) P130_PBO    11.312        0.001              99.949              1.710
1372) P650_PBO    11.299        0.001              99.950              0.793
1373) U76A_GPS    11.297        0.001              99.951              3.982
1374) P049_PBO    10.988        0.001              99.952              3.970
1375) AB15_PBO    10.963        0.001              99.953              7.260
1376) P099_PBO    10.958        0.001              99.954              2.795
1377) G101_GPS    10.944        0.001              99.955              2.477
1378) H428_GPS    10.908        0.001              99.956              2.859
1379) B285_GPS    10.894        0.001              99.957              1.571
1380) MOOR_GPS    10.878        0.001              99.958              5.122
1381) HEBE_GPS    10.874        0.001              99.959              1.337
1382) AB33_PBO    10.485        0.001              99.960              7.788
1383) P105_PBO    10.394        0.001              99.961              1.697
1384) G200_GPS    10.377        0.001              99.962              2.558
1385) P675_PBO    10.187        0.001              99.963              4.578
1386) H100_GPS    10.002        0.001              99.964              2.222
1387) SITA_GPS    9.935        0.001              99.965              1.894
1388) P094_PBO    9.760        0.001              99.966              4.183
1389) P032_PBO    9.715        0.001              99.967              1.524
1390) H300_GPS    9.634        0.001              99.968              1.580
1391) P107_PBO    9.239        0.001              99.969              3.619
1392) AC41_PBO    9.129        0.001              99.970              3.416
1393) P011_PBO    9.085        0.001              99.971              3.653
1394) P017_PBO    8.368        0.001              99.971              2.869
1395) F280_GPS    8.307        0.001              99.972              1.714
1396) P068_PBO    8.277        0.001              99.973              4.679
1397) P065_PBO    8.254        0.001              99.974              3.711
1398) P084_PBO    8.211        0.001              99.975              3.812
1399) P709_PBO    8.203        0.001              99.975              2.838
1400) AC21_PBO    8.164        0.001              99.976              1.458
1401) P085_PBO    7.948        0.001              99.977              4.848
1402) P073_PBO    7.915        0.001              99.978              3.457
1403) AB28_PBO    7.853        0.001              99.978              12.169
1404) P002_PBO    7.583        0.001              99.979              4.402
1405) P123_PBO    7.577        0.001              99.980              2.701
1406) P113_PBO    7.518        0.001              99.980              3.861
1407) MAGO_GPS    7.514        0.001              99.981              4.658
1408) P108_PBO    7.316        0.001              99.982              2.365
1409) P354_PBO    7.312        0.001              99.983              4.264
1410) AB13_PBO    7.245        0.001              99.983              0.690
1411) P074_PBO    7.076        0.001              99.984              4.636
1412) P680_PBO    7.067        0.001              99.985              3.017
1413) P081_PBO    6.852        0.001              99.985              3.173
1414) AC17_PBO    6.750        0.001              99.986              15.482
1415) P046_PBO    6.745        0.001              99.987              4.360
1416) P454_PBO    6.698        0.001              99.987              5.151
1417) P461_PBO    6.599        0.001              99.988              2.385
1418) P111_PBO    6.393        0.001              99.988              4.260
1419) P045_PBO    6.379        0.001              99.989              3.937
1420) P112_PBO    6.305        0.001              99.990              1.769
1421) P460_PBO    6.179        0.001              99.990              2.081
1422) AC06_PBO    5.944        0.001              99.991              2.924
1423) P102_PBO    5.870        0.001              99.991              3.393
1424) THU1_GPS    5.336        0.001              99.992              2.068
1425) P076_PBO    5.304        0.001              99.992              4.142
1426) P678_PBO    5.285        0.001              99.993              4.349
1427) P005_PBO    4.929        0.000              99.993              4.585
1428) H200_GPS    4.836        0.000              99.994              1.497
1429) P717_PBO    4.351        0.000              99.994              2.585
1430) AC53_PBO    4.161        0.000              99.995              3.126
1431) P082_PBO    4.158        0.000              99.995              3.145
1432) P706_PBO    4.090        0.000              99.995              3.333
1433) P104_PBO    4.030        0.000              99.996              3.257
1434) AB41_PBO    3.632        0.000              99.996              10.919
1435) P031_PBO    3.600        0.000              99.996              2.318
1436) P016_PBO    3.403        0.000              99.997              2.374
1437) P106_PBO    3.386        0.000              99.997              2.518
1438) RESO_PBO    3.348        0.000              99.997              2.039
1439) P118_PBO    3.330        0.000              99.998              1.837
1440) P080_PBO    3.308        0.000              99.998              3.374
1441) RG17_PBO    2.746        0.000              99.998              2.630
1442) P117_PBO    2.665        0.000              99.998              4.081
1443) P715_PBO    2.434        0.000              99.999              2.464
1444) P101_PBO    2.421        0.000              99.999              1.541
1445) P030_PBO    2.202        0.000              99.999              1.661
1446) P719_PBO    1.796        0.000              99.999              2.726
1447) PETP_GPS    1.697        0.000              99.999              10.058
1448) P012_PBO    1.652        0.000              100.000              1.504
1449) GRNR_PBO    1.618        0.000              100.000              1.409
1450) P088_PBO    0.804        0.000              100.000              2.594
1451) P119_PBO    0.673        0.000              100.000              1.975
1452) HWUT_PBO    0.541        0.000              100.000              1.136

Longitude [0  360]
Block Name               Euler Pole Longitude          Euler Pole Latitude            Rotation Rate
                              [degrees]                     [degrees]                [degrees / Myr]
NorthAmerica   - Restoftheworld      +64.454 +/-  0.141            -38.553 +/-  0.164             +1.347 +/-  0.004
Pacific        - Restoftheworld     +143.620 +/-  0.689            -50.582 +/-  0.492             +0.552 +/-  0.005
Pacific        - NorthAmerica       +225.215 +/-  0.277            +21.531 +/-  0.245             +1.124 +/-  0.006

Longitude [-180  180]
NorthAmerica   - Restoftheworld      +64.454 +/-  0.141            -38.553 +/-  0.164             +1.347 +/-  0.004
Pacific        - Restoftheworld     +143.620 +/-  0.689            -50.582 +/-  0.492             +0.552 +/-  0.005
Pacific        - NorthAmerica       -134.785 +/-  0.277            +21.531 +/-  0.245             +1.124 +/-  0.006

Equivalent antipode solutions

Longitude [0  360]
Block Name               Euler Pole Longitude          Euler Pole Latitude            Rotation Rate
                              [degrees]                     [degrees]                [degrees / Myr]
NorthAmerica   - Restoftheworld     +244.454 +/-  0.141            +38.553 +/-  0.164             -1.347 +/-  0.004
Pacific        - Restoftheworld     +323.620 +/-  0.689            +50.582 +/-  0.492             -0.552 +/-  0.005
Pacific        - NorthAmerica        +45.215 +/-  0.277            -21.531 +/-  0.245             -1.124 +/-  0.006

Longitude [-180  180]
NorthAmerica   - Restoftheworld     -115.546 +/-  0.141            +38.553 +/-  0.164             -1.347 +/-  0.004
Pacific        - Restoftheworld      -36.380 +/-  0.689            +50.582 +/-  0.492             -0.552 +/-  0.005
Pacific        - NorthAmerica        +45.215 +/-  0.277            -21.531 +/-  0.245             -1.124 +/-  0.006

Residual velocity statistics

mean east velocity                       =  -8.369    [mm/yr]
mean east velocity (abs)                 =  10.063    [mm/yr]
weighted mean east velocity              =  -9.487    [mm/yr]
weighted mean east velocity (abs)        =  11.049    [mm/yr]
sum_sqrt_WS                              =  15.565    [mm/yr]
sqrt_WSS                                 =   0.684    [mm/yr]
sqrt_WSS/SSS                             =   0.010    [mm/yr]

mean north velocity                      =  10.688    [mm/yr]
mean north velocity (abs)                =  11.095    [mm/yr]
weighted mean north velocity             =  10.702    [mm/yr]
weighted mean north velocity (abs)       =  10.970    [mm/yr]
sum_sqrt_WS                              =  16.503    [mm/yr]
sqrt_WSS                                 =   0.708    [mm/yr]
sqrt_WSS/SSS                             =   0.011    [mm/yr]

Number of stations                           = 1452 
Percentage smaller than 1sig (components)    =  18.802%
mean residual magnitude                      =   5.007    [mm/yr]
mean uncertainty magnitude (not component)   =   1.236    [mm/yr]
mean component magnitude                     =   3.202    [mm/yr]
mean uncertainty magnitude (component)       =   0.841    [mm/yr]
normalized mean magnitude(component)         =   4.766    [mm/yr]
mean uncertainty magnitude (component)       =   0.841    [mm/yr]
velocity chi squared                         = 154208.569    [mm/yr]
velocity chi squared / DOF (approx)          =  53.267    [mm/yr]

Percentage of magnitudes <  1 mm/yr = 3.374656
Percentage of magnitudes <  2 mm/yr = 14.118457
Percentage of magnitudes <  3 mm/yr = 30.371901
Percentage of magnitudes <  4 mm/yr = 50.344353
Percentage of magnitudes <  5 mm/yr = 65.495868
Percentage of magnitudes <  6 mm/yr = 75.688705
Percentage of magnitudes <  7 mm/yr = 80.371901
Percentage of magnitudes <  8 mm/yr = 84.848485
Percentage of magnitudes <  9 mm/yr = 88.498623
Percentage of magnitudes < 10 mm/yr = 90.771350

Percentage of components <  1 mm/yr = 21.900826
Percentage of components <  2 mm/yr = 41.666667
Percentage of components <  3 mm/yr = 59.366391
Percentage of components <  4 mm/yr = 72.417355
Percentage of components <  5 mm/yr = 81.783747
Percentage of components <  6 mm/yr = 87.913223
Percentage of components <  7 mm/yr = 91.150138
Percentage of components <  8 mm/yr = 93.147383
Percentage of components <  9 mm/yr = 95.075758
Percentage of components < 10 mm/yr = 96.108815
Percentage of residuals < mean uncertianty = 18.767218
